"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,366a,402,403,404,404L,409,409A,411,412US,441,442,445,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-26T09:00:00.000-0700",459,55,21,74,28,277,16,122,55,44,55,13,36,15,4,35,39,24,12,8,14,835,1084,321,1283,816,273,36,262,421,600,478,624,662,100,238,356,702,112,790,226,301,296,258,33,1244,31,15,47,42,67,142,17,43,24,210,48,19,4,22,20,10,252,1,12,9,15,48,1,3,5,11,45,63,95,82,94,8,13,18,497,91,36,29,31,51,17,21,112,0,14,63,42,0,17,1466,1115,1476,840,574
"2019-08-26T10:00:00.000-0700",678,75,18,107,34,404,29,157,103,50,66,24,45,16,6,45,43,32,12,8,9,1415,1325,439,1744,1057,388,63,351,625,870,618,939,885,169,447,545,1083,202,989,264,442,408,362,58,1714,51,20,75,39,92,208,28,76,51,298,76,28,15,41,27,18,292,4,37,13,35,104,3,6,4,13,84,95,165,163,223,12,26,30,605,149,55,57,55,85,29,28,176,1,34,117,53,0,12,1591,1409,1921,957,764
"2019-08-26T11:00:00.000-0700",704,87,22,151,46,402,29,194,109,79,66,23,45,18,12,44,42,40,11,14,11,1803,1401,666,1896,1148,390,45,324,718,960,732,1065,1141,162,262,602,1290,360,1126,318,490,504,369,61,1948,57,23,95,52,105,200,29,126,52,278,51,45,12,32,18,18,371,3,44,19,18,172,16,3,2,18,102,175,146,245,376,6,20,37,703,275,83,61,55,195,29,50,205,4,83,105,46,3,12,1540,1483,2014,1026,747
"2019-08-26T12:00:00.000-0700",731,84,21,137,49,448,23,177,113,57,78,25,39,17,8,38,40,37,16,19,19,1955,1484,666,2004,1244,515,60,323,745,1039,814,1172,1247,196,146,605,1281,385,1267,354,507,523,446,92,2038,77,16,105,62,125,206,26,152,50,316,64,46,11,48,23,28,390,2,64,35,38,258,14,1,3,31,139,235,218,349,521,10,39,41,718,239,78,45,43,129,45,57,234,2,110,128,59,0,28,1916,1568,2246,1128,779
"2019-08-26T13:00:00.000-0700",750,110,21,125,48,454,36,183,101,76,75,21,38,17,7,54,49,35,14,16,22,1624,1270,529,1817,1027,459,41,70,610,904,716,1019,1071,138,289,468,1109,287,1192,232,380,391,338,74,1796,58,14,85,55,107,214,31,88,41,302,49,40,8,42,31,22,298,1,35,27,39,139,12,6,3,18,87,137,195,212,329,14,31,34,633,155,50,61,33,70,30,31,195,3,35,122,45,1,15,1821,1370,2012,1051,715
"2019-08-26T14:00:00.000-0700",586,60,16,90,46,343,30,134,86,50,67,15,31,9,8,55,52,38,12,19,19,952,943,344,1438,773,317,34,17,403,598,383,692,724,79,226,302,721,165,929,188,236,251,251,43,1240,47,19,61,53,70,162,24,59,38,420,28,28,6,36,30,8,243,1,20,9,10,88,6,3,4,13,50,86,129,139,197,13,19,21,459,110,45,35,30,57,23,23,90,3,22,97,43,2,9,1294,1123,1310,710,598
"2019-08-26T15:00:00.000-0700",632,93,11,113,48,338,21,138,85,48,60,22,33,8,9,50,42,26,7,16,14,899,809,306,1261,702,204,42,241,370,488,334,553,569,80,367,268,643,155,764,149,183,188,227,64,942,46,25,47,48,96,128,22,37,45,460,37,22,6,34,27,11,158,1,14,16,7,56,1,3,2,9,36,79,156,91,130,4,37,18,352,70,31,33,24,39,14,24,75,1,13,89,51,0,6,1119,1075,1084,562,566
"2019-08-26T16:00:00.000-0700",401,63,9,74,45,231,12,95,56,32,49,12,23,2,6,35,38,38,7,11,10,633,570,216,1017,472,156,27,70,264,389,250,391,430,46,180,180,457,111,643,162,170,151,158,64,940,43,9,51,43,48,80,19,49,49,353,29,22,4,21,30,23,140,4,18,82,73,79,30,11,4,22,61,93,295,75,99,20,30,17,274,76,19,32,15,37,14,18,49,2,8,67,42,8,9,920,1155,756,434,386
"2019-08-26T17:00:00.000-0700",256,53,6,52,36,138,11,41,27,24,27,7,13,3,3,27,24,23,6,11,10,438,458,161,710,376,117,24,13,159,220,169,225,270,12,11,117,318,80,470,106,77,77,95,30,660,20,2,32,32,43,46,11,26,25,214,23,6,5,16,20,9,102,116,72,100,89,96,55,249,186,35,25,97,261,88,77,22,15,9,228,48,16,28,9,20,14,83,38,1,6,44,21,21,5,802,876,620,343,315
"2019-08-26T18:00:00.000-0700",186,39,1,42,22,87,4,20,8,18,14,2,5,1,2,15,22,23,3,11,17,419,327,103,499,278,99,17,12,113,172,111,206,190,10,9,76,313,69,333,82,40,42,56,26,440,18,0,13,21,21,32,1,14,20,146,13,5,2,20,16,16,78,125,55,8,5,39,10,264,193,14,33,55,247,45,70,16,15,3,135,11,13,17,2,5,6,83,60,1,10,29,14,5,1,515,723,554,265,214
"2019-08-26T19:00:00.000-0700",93,21,0,24,19,51,6,12,8,13,7,3,6,2,1,19,26,24,4,14,21,292,223,81,294,182,65,3,5,63,97,60,157,117,10,7,50,240,58,238,35,26,28,29,20,313,12,0,8,14,14,14,2,18,14,79,8,7,3,22,11,2,62,1,4,1,1,24,2,4,7,8,7,19,29,30,48,12,2,1,95,9,6,15,1,6,0,7,63,1,11,12,11,2,1,349,401,445,236,114
"2019-08-26T20:00:00.000-0700",32,9,1,18,19,21,2,8,6,4,13,0,3,2,0,14,12,11,2,9,6,137,103,34,131,82,25,9,6,28,39,36,73,38,0,1,20,106,24,130,15,15,10,15,5,124,5,1,11,13,5,8,1,9,11,41,3,5,5,5,12,0,42,1,0,3,1,9,1,1,0,9,4,5,14,3,9,2,0,0,39,5,0,8,0,1,2,0,31,0,3,16,8,0,0,195,178,186,101,65
"2019-08-26T21:00:00.000-0700",18,3,0,10,12,8,2,2,3,6,5,0,2,0,1,9,11,9,1,3,1,55,56,9,53,27,12,7,3,14,11,14,26,20,3,3,12,34,14,52,19,7,2,7,8,56,5,1,5,14,2,2,2,9,12,19,0,4,2,3,17,0,12,0,1,0,0,3,0,1,1,0,3,4,10,8,0,1,1,0,22,2,1,1,0,1,1,0,9,0,0,10,12,0,0,97,134,91,43,22
"2019-08-26T22:00:00.000-0700",3,1,0,1,2,0,0,1,2,2,1,1,1,0,0,2,4,2,0,1,1,4,25,3,15,10,4,1,1,1,1,2,3,2,0,0,2,3,1,17,5,2,1,1,0,16,1,2,0,4,1,1,0,2,2,5,1,1,1,1,6,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13,1,1,0,0,0,0,0,3,0,0,2,3,0,0,46,43,37,18,7
"2019-08-26T23:00:00.000-0700",1,0,0,1,1,0,0,1,3,0,1,1,0,0,1,1,1,0,0,1,1,1,15,1,10,5,1,1,1,0,0,3,2,0,0,0,1,0,0,9,1,0,0,2,0,7,0,0,1,1,0,1,0,0,1,4,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,1,0,1,0,0,1,2,0,0,18,19,18,13,3
"2019-08-27T00:00:00.000-0700",1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,2,1,1,0,2,2,1,1,0,0,0,0,0,2,0,0,0,1,0,4,0,0,1,0,0,0,0,1,1,2,0,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,1,0,0,30,25,17,15,3
"2019-08-27T01:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,4,2,0
"2019-08-27T02:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1
"2019-08-27T03:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"2019-08-27T04:00:00.000-0700",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2019-08-27T05:00:00.000-0700",0,0,0,0,0,0,0,1,3,2,3,1,2,2,0,5,9,6,4,1,3,1,7,1,2,0,0,0,0,0,2,3,2,5,0,0,2,0,0,1,2,4,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,3,0
"2019-08-27T06:00:00.000-0700",3,3,0,2,2,2,0,2,2,2,8,2,2,5,0,16,22,16,8,3,5,12,23,1,13,14,1,3,2,10,12,7,9,10,0,0,14,5,1,16,19,13,10,7,7,20,0,1,1,1,1,1,0,2,0,1,2,0,2,1,3,2,7,0,1,0,0,2,0,0,0,0,3,4,2,2,3,3,0,0,15,1,0,0,4,0,1,1,5,0,0,5,1,0,0,50,49,29,17,8
"2019-08-27T07:00:00.000-0700",50,9,0,15,15,32,0,16,6,8,15,6,6,9,2,22,35,22,13,7,6,143,401,62,243,195,73,9,82,85,132,134,206,172,12,2,103,112,15,243,106,106,68,49,10,345,13,1,8,39,10,9,8,10,11,80,17,6,1,9,24,3,70,0,1,0,0,9,0,1,0,3,5,6,19,12,21,1,1,3,189,14,5,4,4,8,19,3,34,1,1,29,29,0,5,783,482,525,317,127
"2019-08-27T08:00:00.000-0700",148,24,3,36,19,107,3,34,19,10,18,3,6,4,5,21,31,23,12,11,11,285,305,99,464,272,98,16,132,140,209,154,239,233,14,8,146,222,36,298,103,138,124,91,14,427,16,4,18,34,24,36,11,24,20,166,19,12,4,11,17,5,67,0,7,3,0,25,0,2,0,2,15,21,40,25,49,6,3,8,209,32,14,15,16,23,13,14,29,0,6,22,25,0,9,685,559,451,277,205
"2019-08-27T09:00:00.000-0700",396,44,5,72,32,250,14,66,30,34,36,9,11,15,4,33,51,29,15,10,12,742,1074,299,1023,758,270,28,266,387,542,437,637,622,72,201,311,664,126,741,200,297,282,230,29,1126,36,8,38,48,69,87,26,51,38,442,53,25,4,15,27,16,234,1,17,5,3,88,3,2,1,13,39,49,93,77,113,6,13,11,512,66,40,22,23,38,19,22,124,3,12,36,42,2,10,1683,1180,1431,801,517
"2019-08-27T10:00:00.000-0700",586,60,8,97,40,364,32,130,65,66,68,16,29,10,9,49,52,32,15,16,14,1405,1222,492,1462,985,338,39,366,596,792,650,856,959,143,410,502,967,219,1072,278,439,413,377,60,1478,53,14,72,48,94,102,21,86,50,566,62,30,9,32,31,16,263,0,35,9,5,143,3,2,4,17,61,89,133,156,213,14,24,25,631,106,47,41,30,71,24,24,153,5,34,46,47,0,11,1740,1434,1831,968,703
"2019-08-27T11:00:00.000-0700",485,47,14,84,30,289,26,102,67,41,44,14,26,13,3,28,38,29,12,12,11,1304,941,451,1255,790,292,38,222,435,653,537,749,774,97,292,420,897,264,838,238,367,390,352,81,1180,50,9,70,36,89,97,23,89,44,491,41,43,6,21,31,11,216,6,33,14,8,213,4,5,6,19,74,119,134,177,325,7,40,21,419,96,47,28,32,45,21,18,132,4,33,62,36,0,15,1058,1020,1280,601,613
"2019-08-27T12:00:00.000-0700",683,91,13,124,49,439,36,146,103,57,59,17,35,15,5,42,37,33,15,19,9,2054,1504,673,1908,1296,435,41,178,786,1137,860,1319,1287,217,570,681,1372,420,1397,406,557,550,526,118,1881,68,13,98,53,121,145,31,132,58,662,63,38,5,37,44,22,307,2,56,17,11,346,7,1,5,28,132,223,243,299,518,10,65,36,661,141,60,53,27,67,32,36,220,0,56,77,46,0,10,1888,1835,2368,1105,946
"2019-08-27T13:00:00.000-0700",681,63,12,109,42,415,37,137,102,52,62,14,28,13,3,44,48,35,10,24,9,1749,1548,540,1799,1258,442,53,263,657,958,702,1220,1234,175,507,560,1215,322,1293,313,470,455,407,85,1854,60,10,79,63,100,153,36,108,53,681,64,42,13,32,46,29,278,1,44,16,6,246,4,1,1,24,107,160,220,257,366,4,48,27,652,138,67,52,28,66,29,24,196,2,35,63,59,1,15,1889,1827,2070,1026,917
"2019-08-27T14:00:00.000-0700",461,55,13,79,45,297,30,112,84,49,56,16,21,6,6,35,42,35,15,21,10,1003,763,324,1131,646,196,31,24,304,495,370,523,600,100,232,315,691,162,722,168,255,302,277,49,1011,34,9,56,46,70,102,29,61,31,447,23,30,8,20,21,9,127,0,6,13,8,129,5,0,0,13,48,71,122,127,214,7,34,17,328,93,54,29,25,57,34,18,77,1,12,65,37,0,14,964,952,913,446,473
"2019-08-27T15:00:00.000-0700",589,82,16,121,42,359,25,117,80,53,57,22,31,9,6,32,44,26,13,17,8,1053,1216,394,1505,932,260,44,326,477,686,505,711,800,103,265,341,806,184,1007,205,263,284,286,54,1388,54,6,67,58,69,114,29,65,49,598,44,41,11,34,41,5,200,0,18,5,11,130,4,1,0,32,66,92,155,135,174,3,38,27,587,123,53,49,25,67,37,25,102,1,20,122,53,0,14,1582,1540,1436,679,668
"2019-08-27T16:00:00.000-0700",504,73,17,109,46,310,13,68,56,29,35,21,21,6,2,38,43,32,12,9,8,757,861,259,1153,631,238,32,33,275,416,294,539,491,76,248,202,573,97,718,143,174,176,176,57,1100,33,6,53,36,76,110,22,43,33,432,27,34,7,24,40,3,153,8,19,25,35,80,4,48,16,27,39,36,208,63,107,8,44,27,393,93,34,46,20,49,39,30,116,3,15,86,33,3,23,1265,1211,1180,682,506
"2019-08-27T17:00:00.000-0700",304,57,3,56,25,191,2,22,18,18,14,7,12,0,1,15,15,16,5,3,6,476,496,165,757,387,134,24,15,172,245,191,292,327,16,9,130,368,84,504,111,97,88,100,27,714,28,4,36,27,43,61,20,36,29,261,21,22,7,16,29,12,104,122,65,84,173,139,60,388,160,21,51,48,459,48,88,6,31,14,222,49,16,32,11,26,21,119,29,5,8,61,24,20,3,737,1017,663,354,316
"2019-08-27T18:00:00.000-0700",218,28,5,38,27,122,2,10,8,16,15,6,6,2,3,14,19,14,4,9,4,438,394,142,521,305,111,11,18,140,184,154,255,227,15,6,86,357,82,374,59,45,57,61,24,516,11,2,21,26,29,48,6,36,17,206,26,8,7,5,25,24,74,250,74,142,209,356,116,519,308,7,35,43,399,49,89,58,28,3,168,25,14,22,1,7,10,176,36,5,9,51,18,59,1,597,711,494,263,269
"2019-08-27T19:00:00.000-0700",85,12,1,19,16,49,2,8,8,7,9,2,1,1,2,10,14,17,6,10,11,314,238,92,297,149,62,7,6,88,103,87,160,158,12,2,45,259,60,225,39,35,27,35,15,367,32,0,16,12,9,12,10,28,15,82,4,6,9,23,9,10,57,108,52,88,119,112,49,294,140,4,15,28,293,22,57,19,17,6,91,25,7,16,0,7,5,114,30,6,0,22,10,11,1,379,489,381,200,144
"2019-08-27T20:00:00.000-0700",31,10,2,13,16,15,1,9,2,8,17,3,9,2,3,18,20,13,2,5,7,159,120,45,128,83,24,10,6,32,43,36,73,51,5,2,27,126,20,118,32,9,14,13,10,138,24,0,16,8,5,6,4,21,7,38,3,4,2,27,11,1,22,1,1,4,1,12,1,12,2,0,2,5,52,5,16,4,5,1,48,13,8,3,2,5,0,3,10,2,2,21,7,0,1,197,221,169,94,73
"2019-08-27T21:00:00.000-0700",13,4,0,4,10,5,2,9,5,1,4,3,3,0,2,9,14,10,1,6,3,49,57,13,67,35,13,8,1,20,17,20,32,26,1,0,10,28,4,51,21,5,7,8,3,65,3,0,12,12,2,0,3,10,6,13,5,2,1,6,20,0,12,1,3,4,2,6,3,3,2,0,1,4,10,3,3,2,2,0,21,0,3,0,0,4,3,2,6,0,0,20,11,1,0,104,164,94,54,28
"2019-08-27T22:00:00.000-0700",0,0,0,0,0,0,0,0,2,3,2,0,0,1,3,3,5,3,2,2,1,6,25,0,8,7,7,0,0,2,0,6,3,2,0,1,3,1,0,11,7,4,2,4,2,14,0,0,0,0,0,1,0,1,1,1,1,0,1,0,4,0,7,1,2,1,0,1,1,1,1,0,0,0,3,0,2,1,1,0,8,1,0,1,0,0,0,2,3,1,1,1,0,2,0,51,40,35,23,6
"2019-08-27T23:00:00.000-0700",0,0,0,0,0,0,0,1,3,2,2,1,1,0,2,1,1,2,0,0,0,0,25,1,12,10,3,1,0,4,1,3,6,0,0,0,0,1,0,6,3,0,0,1,0,9,0,0,1,1,1,1,0,1,0,4,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,1,0,2,1,0,0,0,0,0,0,29,38,18,14,6
"2019-08-28T00:00:00.000-0700",1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,8,2,1,2,1,0,4,7,1,0,0,0,0,0,11,1,0,0,1,0,12,0,0,0,2,1,0,1,2,2,3,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,2,4,0,0,1,0,0,0,46,46,28,22,6
"2019-08-28T01:00:00.000-0700",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,0,1,1,0,0,0,3,0,0,0,0,0,0,15,0,0,0,1,0,16,0,0,0,0,1,0,0,0,1,1,0,0,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,4,0,0,0,32,37,17,12,4
"2019-08-28T02:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,2,1,1
"2019-08-28T03:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0
"2019-08-28T04:00:00.000-0700",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
"2019-08-28T05:00:00.000-0700",0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,5,12,10,3,2,9,1,14,0,5,3,0,0,0,2,1,3,5,7,0,0,3,2,0,6,11,4,1,1,2,4,0,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,2,3,2,0,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0,30,14,20,15,4
"2019-08-28T06:00:00.000-0700",1,1,0,0,0,1,0,2,2,2,11,1,1,13,0,14,27,13,8,8,9,10,34,2,9,9,10,1,0,4,9,5,13,10,0,0,9,9,0,14,25,20,8,9,4,12,0,0,2,1,1,1,0,2,0,1,2,1,2,0,1,0,8,0,1,0,0,1,0,0,0,0,0,4,2,0,1,2,2,0,5,1,0,2,0,0,0,2,9,0,0,3,0,0,0,46,41,43,44,5
"2019-08-28T07:00:00.000-0700",41,10,2,19,12,24,0,17,9,10,24,14,9,12,6,29,33,22,8,6,12,100,293,42,166,130,45,13,87,53,92,98,139,137,4,9,81,86,18,172,72,72,44,38,8,190,7,0,10,29,6,5,5,11,17,58,6,5,2,2,26,1,55,1,0,2,1,10,1,2,0,0,6,8,19,12,29,4,2,4,124,10,2,7,5,14,8,4,26,2,1,18,26,2,3,582,371,359,261,91
"2019-08-28T08:00:00.000-0700",160,19,3,30,14,74,3,39,21,17,21,14,13,8,7,30,31,31,11,12,14,387,631,146,519,419,126,40,195,181,287,237,343,363,33,8,191,277,63,464,118,143,103,100,13,584,18,3,25,30,21,26,15,27,18,188,20,5,3,8,17,6,132,1,12,2,2,26,1,4,0,3,12,16,44,41,46,6,3,7,294,32,16,14,14,26,11,10,53,3,5,17,19,1,9,1015,746,795,509,293
"2019-08-28T09:00:00.000-0700",331,45,5,63,26,168,15,68,52,27,37,14,14,17,6,35,43,36,12,25,23,803,1008,307,933,711,225,51,294,381,532,346,595,611,96,244,372,665,122,763,172,303,242,227,26,1027,30,12,54,31,61,54,22,50,26,346,32,17,7,23,18,8,191,3,33,10,8,60,5,7,6,9,29,65,80,92,122,12,12,13,471,75,38,29,32,58,24,19,116,1,16,23,37,0,17,1439,1077,1381,764,501
"2019-08-28T10:00:00.000-0700",512,76,16,90,26,300,26,97,77,47,56,26,26,17,4,50,62,43,18,18,18,1342,1145,414,1290,916,329,80,144,561,740,508,836,856,129,470,497,996,265,998,256,404,353,325,67,1305,46,15,74,41,89,82,35,88,35,468,28,36,14,29,32,21,270,9,48,18,15,99,7,29,4,22,70,124,212,149,222,12,24,20,566,124,64,34,39,80,22,22,136,4,37,51,46,3,19,1644,1323,1673,914,659
"2019-08-28T11:00:00.000-0700",506,65,10,86,32,303,33,118,97,41,53,38,36,9,5,53,53,41,18,17,18,1665,1216,499,1393,1006,378,56,45,654,866,637,996,1109,133,246,543,1065,357,1064,274,389,399,386,60,1494,49,7,101,45,71,93,27,117,34,445,46,29,11,30,26,26,297,59,73,35,38,172,11,173,4,24,102,215,316,216,383,12,24,34,561,159,81,45,36,102,37,28,119,4,46,60,41,2,12,1572,1362,1642,899,739
"2019-08-28T12:00:00.000-0700",611,95,20,129,45,375,43,142,117,64,55,38,49,13,7,41,48,30,11,29,17,1966,1364,675,1691,1209,453,77,80,667,1060,873,1268,1279,243,302,637,1217,431,1182,368,480,470,399,124,1889,65,9,123,55,106,111,32,153,43,594,58,39,17,26,51,44,347,56,86,60,52,229,10,195,2,34,164,319,435,324,574,10,63,30,680,240,80,58,46,138,37,31,192,8,73,83,44,10,11,1906,1632,2000,1114,834
"2019-08-28T13:00:00.000-0700",515,62,17,79,32,340,28,109,84,47,56,36,27,9,5,44,43,31,9,13,14,1467,1154,486,1414,939,348,76,16,499,795,573,907,1042,127,286,452,1027,276,962,247,330,347,304,93,1386,71,12,99,56,94,112,36,100,46,533,46,36,16,25,43,17,272,44,65,46,56,121,3,148,1,22,105,192,353,207,368,10,44,19,531,156,63,43,28,81,30,29,112,5,46,66,62,2,11,1511,1331,1569,897,728
"2019-08-28T14:00:00.000-0700",432,63,14,73,25,248,21,103,83,47,58,27,27,6,8,42,48,37,7,16,13,1005,891,328,1118,762,315,62,132,383,584,410,629,713,76,231,380,687,213,742,203,231,231,223,71,1097,58,16,55,60,84,70,40,63,44,427,30,24,5,26,32,16,183,53,37,36,36,77,9,146,0,10,70,102,285,114,215,9,34,23,402,108,37,38,20,46,30,18,88,3,15,80,41,5,11,1300,1113,1135,600,550
"2019-08-28T15:00:00.000-0700",398,76,19,91,39,256,20,82,69,28,47,19,26,5,6,40,35,23,12,17,9,849,815,295,1001,584,273,66,204,316,464,318,520,551,118,391,311,622,148,787,172,170,209,194,51,951,29,13,30,54,79,75,27,44,32,376,35,12,11,16,26,17,164,2,16,17,8,49,4,19,0,9,33,72,148,71,130,6,24,23,347,92,43,33,28,41,29,18,93,2,17,62,35,0,10,1224,1043,1074,579,364
"2019-08-28T16:00:00.000-0700",289,71,7,59,35,144,15,55,45,24,37,19,13,11,4,40,43,37,5,13,13,641,605,188,804,493,168,51,57,206,327,230,426,406,37,198,211,478,115,620,135,145,145,146,47,709,37,6,21,40,47,63,26,39,36,329,24,18,10,28,32,6,109,1,15,12,6,33,4,3,3,11,26,42,97,64,98,8,25,23,263,86,29,39,30,58,31,21,54,1,16,74,38,0,20,940,932,891,452,358
"2019-08-28T17:00:00.000-0700",138,27,0,29,22,70,9,30,19,12,13,11,13,0,1,20,18,12,5,9,7,454,406,137,472,338,122,37,14,156,251,163,253,273,13,11,163,367,88,416,67,59,78,70,24,487,25,18,12,24,21,40,20,36,18,191,18,15,10,26,30,1,53,0,14,5,3,31,4,3,1,7,30,40,60,33,69,8,15,23,195,56,19,37,5,40,20,12,35,0,7,58,25,1,6,643,686,455,252,211
"2019-08-28T18:00:00.000-0700",96,22,2,18,16,53,3,14,21,19,12,4,4,1,1,17,23,18,2,8,7,337,208,100,272,153,60,29,12,54,122,64,109,140,8,3,91,238,79,236,48,33,50,49,13,226,17,0,8,22,8,23,4,15,17,112,8,4,2,18,15,0,27,1,6,2,8,27,1,1,0,3,4,17,24,25,42,3,1,9,83,23,7,11,1,23,14,7,29,2,6,40,18,2,0,385,436,258,144,124
"2019-08-28T19:00:00.000-0700",50,13,3,14,10,23,0,5,8,17,7,5,3,0,3,6,11,15,3,5,6,244,171,60,203,130,34,17,9,55,95,55,93,111,1,6,60,201,58,183,36,24,26,35,8,175,9,1,5,19,5,10,1,17,9,62,6,2,3,13,10,3,32,0,4,4,1,20,1,3,4,8,6,14,14,18,31,4,1,4,64,10,5,10,3,9,9,10,49,4,27,26,6,3,1,309,301,237,139,98
"2019-08-28T20:00:00.000-0700",17,7,1,11,9,4,0,6,4,8,7,5,6,1,3,13,14,12,3,7,9,124,61,36,96,47,12,12,7,13,29,18,39,36,4,3,41,95,29,88,15,18,16,32,8,69,7,1,10,15,3,10,4,7,8,33,4,3,2,5,12,2,4,0,3,1,1,5,0,0,0,2,3,4,6,12,6,3,2,1,31,6,5,3,0,1,3,6,28,1,18,22,10,0,0,120,140,67,30,43
"2019-08-28T21:00:00.000-0700",6,3,0,3,5,2,0,3,3,6,11,2,1,1,2,9,16,11,2,2,3,36,25,6,37,12,5,10,5,10,15,6,16,18,0,2,13,22,3,32,17,9,5,10,8,29,3,2,4,18,1,0,2,3,9,3,1,1,2,2,16,0,7,0,1,0,1,3,1,0,0,1,2,4,6,10,1,4,0,0,19,0,1,2,0,0,2,2,7,0,4,20,13,0,0,70,92,32,18,6
